score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed
3,Enakan tampilan yg lama. Nyari berdasarkan lokasi yang nongol gak sesuai. Huhuhu,enakan tampilan yg lama nyari berdasarkan lokasi yang nongol gak sesuai huhuhu,enakan tampilan yg nyari berdasarkan lokasi nongol gak sesuai huhuhu,"['enakan', 'tampilan', 'yg', 'nyari', 'berdasarkan', 'lokasi', 'nongol', 'gak', 'sesuai', 'huhuhu']",enak tampil yg nyari dasar lokasi nongol gak sesuai huhuhu
3,Semenjak Update jenjang karir saya jadi berantakan,semenjak update jenjang karir saya jadi berantakan,semenjak update jenjang karir berantakan,"['semenjak', 'update', 'jenjang', 'karir', 'berantakan']",semenjak update jenjang karir beranta
5,"Suka banget sama apk versi barunya, abis di update jadi lebih mudah di akses",suka banget sama apk versi barunya abis di update jadi lebih mudah di akses,suka banget apk versi barunya abis update mudah akses,"['suka', 'banget', 'apk', 'versi', 'barunya', 'abis', 'update', 'mudah', 'akses']",suka banget apk versi baru abis update mudah akses
1,Aplikasi kurang pas,aplikasi kurang pas,aplikasi pas,"['aplikasi', 'pas']",aplikasi pas
1,Kenapa profil perusahaan rekruiter dihilangkan? Calon pencari kerja juga berhak tau perusahaan bergerak di bidang apa yang akan dilamar. 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,kenapa profil perusahaan rekruiter dihilangkan calon pencari kerja juga berhak tau perusahaan bergerak di bidang apa yang akan dilamar ,profil perusahaan rekruiter dihilangkan calon pencari kerja berhak tau perusahaan bergerak bidang dilamar,"['profil', 'perusahaan', 'rekruiter', 'dihilangkan', 'calon', 'pencari', 'kerja', 'berhak', 'tau', 'perusahaan', 'bergerak', 'bidang', 'dilamar']",profil usaha rekruiter hilang calon cari kerja hak tau usaha gerak bidang lamar
5,"Sangat bagus sekali, saya sudah 3 kali melamar dari website ini sangat terpercaya",sangat bagus sekali saya sudah 3 kali melamar dari website ini sangat terpercaya,bagus 3 kali melamar website terpercaya,"['bagus', '3', 'kali', 'melamar', 'website', 'terpercaya']",bagus 3 kali lamar website percaya
1,"Makin di upgrade makin g jelas aplikasinya, banyak ngeshare loker baru giliran udah dilamar dapet email klo loker udah kadarluarsa padahal di aplikasi baru, asli g update",makin di upgrade makin g jelas aplikasinya banyak ngeshare loker baru giliran udah dilamar dapet email klo loker udah kadarluarsa padahal di aplikasi baru asli g update,upgrade g aplikasinya ngeshare loker giliran udah dilamar dapet email klo loker udah kadarluarsa aplikasi asli g update,"['upgrade', 'g', 'aplikasinya', 'ngeshare', 'loker', 'giliran', 'udah', 'dilamar', 'dapet', 'email', 'klo', 'loker', 'udah', 'kadarluarsa', 'aplikasi', 'asli', 'g', 'update']",upgrade g aplikasi ngeshare loker gilir udah lamar dapet email klo loker udah kadarluarsa aplikasi asli g update
1,Tambah lama kok tambah semakin banyak aturan dan ribet,tambah lama kok tambah semakin banyak aturan dan ribet,aturan ribet,"['aturan', 'ribet']",atur ribet
1,Karena belum dapat pekerjaan disini,karena belum dapat pekerjaan disini,pekerjaan,['pekerjaan'],kerja
4,saya lebih suka tampilan yang dulu walaupun saya sudah dapat perkerjaan di jobstreet ini. kalau tampilan lebih bagus yang dulu daripada sekarang karena lebih mudah untuk mencari pekerjaan dan bisa melihat berapa orang yang melamar,saya lebih suka tampilan yang dulu walaupun saya sudah dapat perkerjaan di jobstreet ini kalau tampilan lebih bagus yang dulu daripada sekarang karena lebih mudah untuk mencari pekerjaan dan bisa melihat berapa orang yang melamar,suka tampilan perkerjaan jobstreet tampilan bagus mudah mencari pekerjaan orang melamar,"['suka', 'tampilan', 'perkerjaan', 'jobstreet', 'tampilan', 'bagus', 'mudah', 'mencari', 'pekerjaan', 'orang', 'melamar']",suka tampil kerja jobstreet tampil bagus mudah cari kerja orang lamar
1,"Setelah pembaharuan kok malah ga bisa di buka ga bisa masuk, putar putar aja sdh lebih dari 1 jam",setelah pembaharuan kok malah ga bisa di buka ga bisa masuk putar putar aja sdh lebih dari 1 jam,pembaharuan ga buka ga masuk putar putar aja sdh 1 jam,"['pembaharuan', 'ga', 'buka', 'ga', 'masuk', 'putar', 'putar', 'aja', 'sdh', '1', 'jam']",baharu ga buka ga masuk putar putar aja sdh 1 jam
4,"Fitur melihat jumlah pelamar sekarang kurang informatif dan UI/UX-nya juga kurang nyaman. Sebaiknya, fitur ini dikembalikan seperti semula agar lebih bermanfaat bagi para pencari kerja.",fitur melihat jumlah pelamar sekarang kurang informatif dan uiuxnya juga kurang nyaman sebaiknya fitur ini dikembalikan seperti semula agar lebih bermanfaat bagi para pencari kerja,fitur pelamar informatif uiuxnya nyaman fitur dikembalikan bermanfaat pencari kerja,"['fitur', 'pelamar', 'informatif', 'uiuxnya', 'nyaman', 'fitur', 'dikembalikan', 'bermanfaat', 'pencari', 'kerja']",fitur lamar informatif uiuxnya nyaman fitur kembali manfaat cari kerja
1,"UI ux nya jobstreet not recommend ,parah",ui ux nya jobstreet not recommend parah,ui ux nya jobstreet not recommend parah,"['ui', 'ux', 'nya', 'jobstreet', 'not', 'recommend', 'parah']",ui ux nya jobstreet not recommend parah
5,Bagus dan bermanfaat untuk mencari informasi lowongan kerja,bagus dan bermanfaat untuk mencari informasi lowongan kerja,bagus bermanfaat mencari informasi lowongan kerja,"['bagus', 'bermanfaat', 'mencari', 'informasi', 'lowongan', 'kerja']",bagus manfaat cari informasi lowong kerja
1,"Setelah di update malah makin jelek,masih bagus yang dulu. Sekarang,kita tidak bisa melihat jumlah pelamar, Kita Juga tidak bisa melihat gaji apakah dibawah, diatas,atau sesuai yang diharapkan,dan tidak bisa melihat berapa kali perusahaan melihat lamaran kita.serta kalau melamar ribet sekali,selalu ditanyakan mau memasukan cv atau tidak.",setelah di update malah makin jelekmasih bagus yang dulu sekarangkita tidak bisa melihat jumlah pelamar kita juga tidak bisa melihat gaji apakah dibawah diatasatau sesuai yang diharapkandan tidak bisa melihat berapa kali perusahaan melihat lamaran kitaserta kalau melamar ribet sekaliselalu ditanyakan mau memasukan cv atau tidak,update jelekmasih bagus sekarangkita pelamar gaji dibawah diatasatau sesuai diharapkandan kali perusahaan lamaran kitaserta melamar ribet sekaliselalu memasukan cv,"['update', 'jelekmasih', 'bagus', 'sekarangkita', 'pelamar', 'gaji', 'dibawah', 'diatasatau', 'sesuai', 'diharapkandan', 'kali', 'perusahaan', 'lamaran', 'kitaserta', 'melamar', 'ribet', 'sekaliselalu', 'memasukan', 'cv']",update jelekmasih bagus sekarangkita lamar gaji bawah diatasatau sesuai diharapkandan kali usaha lamar kitaserta lamar ribet sekaliselalu pasu cv
1,"Lbh bagus apk yg lama, krn yg lama ada penjelasan deskripsi pabrik, jam kerja, filter job apk baru jg tdk berfungsi, sy hy filter job dg gj diatas misal 5jt, tp yg gaji 2-3 jt malah yg keluar. Tlg kembalikan bbrp tampilan yg sdh bagus di apk lama, sy skg kesulitan dg apk baru akibat faktor diatas.",lbh bagus apk yg lama krn yg lama ada penjelasan deskripsi pabrik jam kerja filter job apk baru jg tdk berfungsi sy hy filter job dg gj diatas misal 5jt tp yg gaji 23 jt malah yg keluar tlg kembalikan bbrp tampilan yg sdh bagus di apk lama sy skg kesulitan dg apk baru akibat faktor diatas,lbh bagus apk yg krn yg penjelasan deskripsi pabrik jam kerja filter job apk jg tdk berfungsi sy hy filter job dg gj diatas 5jt tp yg gaji 23 jt yg tlg kembalikan bbrp tampilan yg sdh bagus apk sy skg kesulitan dg apk akibat faktor diatas,"['lbh', 'bagus', 'apk', 'yg', 'krn', 'yg', 'penjelasan', 'deskripsi', 'pabrik', 'jam', 'kerja', 'filter', 'job', 'apk', 'jg', 'tdk', 'berfungsi', 'sy', 'hy', 'filter', 'job', 'dg', 'gj', 'diatas', '5jt', 'tp', 'yg', 'gaji', '23', 'jt', 'yg', 'tlg', 'kembalikan', 'bbrp', 'tampilan', 'yg', 'sdh', 'bagus', 'apk', 'sy', 'skg', 'kesulitan', 'dg', 'apk', 'akibat', 'faktor', 'diatas']",lbh bagus apk yg krn yg jelas deskripsi pabrik jam kerja filter job apk jg tdk fungsi sy hy filter job dg gj atas 5jt tp yg gaji 23 jt yg tlg kembali bbrp tampil yg sdh bagus apk sy skg sulit dg apk akibat faktor atas
5,Good,good,good,['good'],good
3,ga ada yg memfollow up jadi cepek deh,ga ada yg memfollow up jadi cepek deh,ga yg memfollow up cepek deh,"['ga', 'yg', 'memfollow', 'up', 'cepek', 'deh']",ga yg memfollow up cepek deh
1,"Bagus yang versi lama, sebelum Seek.",bagus yang versi lama sebelum seek,bagus versi seek,"['bagus', 'versi', 'seek']",bagus versi seek
1,Kok makin parah setelah update,kok makin parah setelah update,parah update,"['parah', 'update']",parah update
5,Mantaaap....👍👍👍👍👍,mantaaap,mantaaap,['mantaaap'],mantaaap
1,Aplikasi udah di update malah ga bisa login loading lama banget,aplikasi udah di update malah ga bisa login loading lama banget,aplikasi udah update ga login loading banget,"['aplikasi', 'udah', 'update', 'ga', 'login', 'loading', 'banget']",aplikasi udah update ga login loading banget
1,Mau daftar loading nya 2jam dan itupun ga nongol' hdeh,mau daftar loading nya 2jam dan itupun ga nongol hdeh,daftar loading nya 2jam itupun ga nongol hdeh,"['daftar', 'loading', 'nya', '2jam', 'itupun', 'ga', 'nongol', 'hdeh']",daftar loading nya 2jam itu ga nongol hdeh
1,"Tolong seleksi lagi yg benar perusahaan/tempat kerjanya. Banyak perusahaan fiktif / penipuan, tolong periksa lagi perusahaan itu ada atau tidaknya, aneh lamar jadi pelayan restoran masa disuruh dateng ke ruko",tolong seleksi lagi yg benar perusahaantempat kerjanya banyak perusahaan fiktif  penipuan tolong periksa lagi perusahaan itu ada atau tidaknya aneh lamar jadi pelayan restoran masa disuruh dateng ke ruko,tolong seleksi yg perusahaantempat kerjanya perusahaan fiktif penipuan tolong periksa perusahaan tidaknya aneh lamar pelayan restoran disuruh dateng ruko,"['tolong', 'seleksi', 'yg', 'perusahaantempat', 'kerjanya', 'perusahaan', 'fiktif', 'penipuan', 'tolong', 'periksa', 'perusahaan', 'tidaknya', 'aneh', 'lamar', 'pelayan', 'restoran', 'disuruh', 'dateng', 'ruko']",tolong seleksi yg perusahaantempat kerja usaha fiktif tipu tolong periksa usaha tidak aneh lamar layan restoran suruh dateng ruko
1,Tampilan lebih buruk dari sebelumnya tidak user friendly,tampilan lebih buruk dari sebelumnya tidak user friendly,tampilan buruk user friendly,"['tampilan', 'buruk', 'user', 'friendly']",tampil buruk user friendly
1,"Parah ne aplikasi nya, semakin update semakin gk jelas",parah ne aplikasi nya semakin update semakin gk jelas,parah ne aplikasi nya update gk,"['parah', 'ne', 'aplikasi', 'nya', 'update', 'gk']",parah ne aplikasi nya update gk
1,"Kenapa sih mau login aja susahharus lwt web login seek,muter putih terus hadeh pdhl dlu bisa lpgin lwt apl",kenapa sih mau login aja susahharus lwt web login seekmuter putih terus hadeh pdhl dlu bisa lpgin lwt apl,sih login aja susahharus lwt web login seekmuter putih hadeh pdhl dlu lpgin lwt apl,"['sih', 'login', 'aja', 'susahharus', 'lwt', 'web', 'login', 'seekmuter', 'putih', 'hadeh', 'pdhl', 'dlu', 'lpgin', 'lwt', 'apl']",sih login aja susahharus lwt web login seekmuter putih hadeh pdhl dlu lpgin lwt apl
5,"Ini aplikasi gimana maksudnya ya?,apa sdg pemeliharaan system?, mau login selalu ke browser, tdk bisa di aplikasi...",ini aplikasi gimana maksudnya yaapa sdg pemeliharaan system mau login selalu ke browser tdk bisa di aplikasi,aplikasi gimana maksudnya yaapa sdg pemeliharaan system login browser tdk aplikasi,"['aplikasi', 'gimana', 'maksudnya', 'yaapa', 'sdg', 'pemeliharaan', 'system', 'login', 'browser', 'tdk', 'aplikasi']",aplikasi gimana maksud yaapa sdg pelihara system login browser tdk aplikasi
1,udah ngelamar nunggu lama lama eh dapet notif maaf lamaran yg anda lamar sudah tutup gmn sih bener ada lowongan apa kaga?apa cuma nipu aja nih??,udah ngelamar nunggu lama lama eh dapet notif maaf lamaran yg anda lamar sudah tutup gmn sih bener ada lowongan apa kagaapa cuma nipu aja nih,udah ngelamar nunggu eh dapet notif maaf lamaran yg lamar tutup gmn sih bener lowongan kagaapa nipu aja nih,"['udah', 'ngelamar', 'nunggu', 'eh', 'dapet', 'notif', 'maaf', 'lamaran', 'yg', 'lamar', 'tutup', 'gmn', 'sih', 'bener', 'lowongan', 'kagaapa', 'nipu', 'aja', 'nih']",udah ngelamar nunggu eh dapet notif maaf lamar yg lamar tutup gmn sih bener lowong kagaapa nipu aja nih
3,Gue belum pernah yang namanya dalam hidup ke panggil kerja langsung dari jobsstreet aneh bener parah sih nih,gue belum pernah yang namanya dalam hidup ke panggil kerja langsung dari jobsstreet aneh bener parah sih nih,gue namanya hidup panggil kerja langsung jobsstreet aneh bener parah sih nih,"['gue', 'namanya', 'hidup', 'panggil', 'kerja', 'langsung', 'jobsstreet', 'aneh', 'bener', 'parah', 'sih', 'nih']",gue nama hidup panggil kerja langsung jobsstreet aneh bener parah sih nih
1,"Ini knpa aplikasi ini setelah di update gabisa dibuka loding terus,,plis ja ini kapan bisa digunakan aplikasinya?,,,padahal mo liat kelanjutan sama lamaran",ini knpa aplikasi ini setelah di update gabisa dibuka loding terusplis ja ini kapan bisa digunakan aplikasinyapadahal mo liat kelanjutan sama lamaran,knpa aplikasi update gabisa dibuka loding terusplis ja aplikasinyapadahal mo liat kelanjutan lamaran,"['knpa', 'aplikasi', 'update', 'gabisa', 'dibuka', 'loding', 'terusplis', 'ja', 'aplikasinyapadahal', 'mo', 'liat', 'kelanjutan', 'lamaran']",knpa aplikasi update gabisa buka loding terusplis ja aplikasinyapadahal mo liat lanjut lamar
2,Banyak perusahaan palsu yang nipu2. Jobstreet sebagai pihak ketiga harusnya bisa lah milah perusahaan yang bener sama yang bodong,banyak perusahaan palsu yang nipu2 jobstreet sebagai pihak ketiga harusnya bisa lah milah perusahaan yang bener sama yang bodong,perusahaan palsu nipu2 jobstreet ketiga milah perusahaan bener bodong,"['perusahaan', 'palsu', 'nipu2', 'jobstreet', 'ketiga', 'milah', 'perusahaan', 'bener', 'bodong']",usaha palsu nipu2 jobstreet tiga mi usaha bener bodong
1,Aplikasi diupdate dah semingguan eror teros,aplikasi diupdate dah semingguan eror teros,aplikasi diupdate dah semingguan eror teros,"['aplikasi', 'diupdate', 'dah', 'semingguan', 'eror', 'teros']",aplikasi diupdate dah minggu eror ros
1,Mau masuk malah loading terus,mau masuk malah loading terus,masuk loading,"['masuk', 'loading']",masuk loading
1,Tidak bisa register Sangat lambat Tolong diperbaiki,tidak bisa register sangat lambat tolong diperbaiki,register lambat tolong diperbaiki,"['register', 'lambat', 'tolong', 'diperbaiki']",register lambat tolong baik
1,setelah di-update tidak bisa upload cv,setelah diupdate tidak bisa upload cv,diupdate upload cv,"['diupdate', 'upload', 'cv']",diupdate upload cv
1,Loading mulu ya? Gak bisa login,loading mulu ya gak bisa login,loading mulu ya gak login,"['loading', 'mulu', 'ya', 'gak', 'login']",loading mulu ya gak login
3,"Setelah selesai update malah susah login, sudah kirim email tapi blm ada tanggapan",setelah selesai update malah susah login sudah kirim email tapi blm ada tanggapan,selesai update susah login kirim email blm tanggapan,"['selesai', 'update', 'susah', 'login', 'kirim', 'email', 'blm', 'tanggapan']",selesai update susah login kirim email blm tanggap
5,Membantu mencari pekerjaan yang sesuai skill kita,membantu mencari pekerjaan yang sesuai skill kita,membantu mencari pekerjaan sesuai skill,"['membantu', 'mencari', 'pekerjaan', 'sesuai', 'skill']",bantu cari kerja sesuai skill
1,"NGK BISA LOGIN SETELAH UPDATE, DASAR BODOH",ngk bisa login setelah update dasar bodoh,ngk login update dasar bodoh,"['ngk', 'login', 'update', 'dasar', 'bodoh']",ngk login update dasar bodoh
1,Ini kenapa diupgrade jadi semakin ribet yaa....astaga 🥱🥱🥱,ini kenapa diupgrade jadi semakin ribet yaaastaga ,diupgrade ribet yaaastaga,"['diupgrade', 'ribet', 'yaaastaga']",diupgrade ribet yaaastaga
1,Setelah update suruh login ulang tapi loadingnya lama parah,setelah update suruh login ulang tapi loadingnya lama parah,update suruh login ulang loadingnya parah,"['update', 'suruh', 'login', 'ulang', 'loadingnya', 'parah']",update suruh login ulang loadingnya parah
5,Sangat membantu...terimakasih..,sangat membantuterimakasih,membantuterimakasih,['membantuterimakasih'],membantuterimakasih
1,"Setelah update, sekarang tidak bisa login per tanggal 25/11/2023",setelah update sekarang tidak bisa login per tanggal 25112023,update login tanggal 25112023,"['update', 'login', 'tanggal', '25112023']",update login tanggal 25112023
1,Terpaksa uninstal. Karena tidak bisa login semenjak update. Tolong perbaaiki,terpaksa uninstal karena tidak bisa login semenjak update tolong perbaaiki,terpaksa uninstal login semenjak update tolong perbaaiki,"['terpaksa', 'uninstal', 'login', 'semenjak', 'update', 'tolong', 'perbaaiki']",paksa uninstal login semenjak update tolong perbaaiki
2,"Masih bagusan Versi lama,, Pas.saya update,,lamaran sebelum² tidak bisa diliat (terbatas),, Lamaran yg di apply hanya sedikit yg bisa dicek history,, Sekarang,,saya ada dapat panggilan,,saya tidak bisa cek,,bener gak itu panggilan interview yg saya apply via Jopstreet ini.. Tolong dibantu..Tks",masih bagusan versi lama passaya updatelamaran sebelum tidak bisa diliat terbatas lamaran yg di apply hanya sedikit yg bisa dicek history sekarangsaya ada dapat panggilansaya tidak bisa cekbener gak itu panggilan interview yg saya apply via jopstreet ini tolong dibantutks,bagusan versi passaya updatelamaran diliat terbatas lamaran yg apply yg dicek history sekarangsaya panggilansaya cekbener gak panggilan interview yg apply via jopstreet tolong dibantutks,"['bagusan', 'versi', 'passaya', 'updatelamaran', 'diliat', 'terbatas', 'lamaran', 'yg', 'apply', 'yg', 'dicek', 'history', 'sekarangsaya', 'panggilansaya', 'cekbener', 'gak', 'panggilan', 'interview', 'yg', 'apply', 'via', 'jopstreet', 'tolong', 'dibantutks']",bagus versi passaya updatelamaran liat batas lamar yg apply yg cek history sekarangsaya panggilansaya cekbener gak panggil interview yg apply via jopstreet tolong dibantutks
3,Slmet mlm admin. Ko setelah update gg bisa masuk ke login kenapa?,slmet mlm admin ko setelah update gg bisa masuk ke login kenapa,slmet mlm admin ko update gg masuk login,"['slmet', 'mlm', 'admin', 'ko', 'update', 'gg', 'masuk', 'login']",slmet mlm admin ko update gg masuk login
1,"Ga bisa log in,lewat web atau aplikasi Padahal jobstreet sangat membantu untuk mencari pekerjaan Tolong diperbaiki",ga bisa log inlewat web atau aplikasi padahal jobstreet sangat membantu untuk mencari pekerjaan tolong diperbaiki,ga log inlewat web aplikasi jobstreet membantu mencari pekerjaan tolong diperbaiki,"['ga', 'log', 'inlewat', 'web', 'aplikasi', 'jobstreet', 'membantu', 'mencari', 'pekerjaan', 'tolong', 'diperbaiki']",ga log inlewat web aplikasi jobstreet bantu cari kerja tolong baik
5,"Saya sangat terbantu dengan aplikasi ini, sudah beberapa kali saya diterima bekerja melalui apps ini. Sangat berguna",saya sangat terbantu dengan aplikasi ini sudah beberapa kali saya diterima bekerja melalui apps ini sangat berguna,terbantu aplikasi kali diterima apps berguna,"['terbantu', 'aplikasi', 'kali', 'diterima', 'apps', 'berguna']",bantu aplikasi kali terima apps guna
5,The best,the best,the best,"['the', 'best']",the best
5,good,good,good,['good'],good
1,ko sekarang ga bisa daftar pas diperbaruhi.. payah,ko sekarang ga bisa daftar pas diperbaruhi payah,ko ga daftar pas diperbaruhi payah,"['ko', 'ga', 'daftar', 'pas', 'diperbaruhi', 'payah']",ko ga daftar pas baruh payah
1,Setelah upgrade ko semua data profil saya hilang resume yg di awal semua hilang.. history lamaran hilang juga.. ga bagus sama sekali setela upgrade,setelah upgrade ko semua data profil saya hilang resume yg di awal semua hilang history lamaran hilang juga ga bagus sama sekali setela upgrade,upgrade ko data profil hilang resume yg hilang history lamaran hilang ga bagus setela upgrade,"['upgrade', 'ko', 'data', 'profil', 'hilang', 'resume', 'yg', 'hilang', 'history', 'lamaran', 'hilang', 'ga', 'bagus', 'setela', 'upgrade']",upgrade ko data profil hilang resume yg hilang history lamar hilang ga bagus setela upgrade
4,banyak lowongan kerja yang sudah lama di bagikan oleh jobstreet. malah ada lowongan kerja yang udh pd tutup tapi di jobatreet msh tersedia. capee dech,banyak lowongan kerja yang sudah lama di bagikan oleh jobstreet malah ada lowongan kerja yang udh pd tutup tapi di jobatreet msh tersedia capee dech,lowongan kerja bagikan jobstreet lowongan kerja udh pd tutup jobatreet msh tersedia capee dech,"['lowongan', 'kerja', 'bagikan', 'jobstreet', 'lowongan', 'kerja', 'udh', 'pd', 'tutup', 'jobatreet', 'msh', 'tersedia', 'capee', 'dech']",lowong kerja bagi jobstreet lowong kerja udh pd tutup jobatreet msh sedia capee dech
1,Setelah Pembaruan saya mencoba mengupload CV baru tapi kenapa proses nya lama banget sampai sekarang gk bisa masukin CV baru nya,setelah pembaruan saya mencoba mengupload cv baru tapi kenapa proses nya lama banget sampai sekarang gk bisa masukin cv baru nya,pembaruan mencoba mengupload cv proses nya banget gk masukin cv nya,"['pembaruan', 'mencoba', 'mengupload', 'cv', 'proses', 'nya', 'banget', 'gk', 'masukin', 'cv', 'nya']",baru coba mengupload cv proses nya banget gk masukin cv nya
5,Sekarang kok gak bisa dibuka ya aplikasinya ?,sekarang kok gak bisa dibuka ya aplikasinya ,gak dibuka ya aplikasinya,"['gak', 'dibuka', 'ya', 'aplikasinya']",gak buka ya aplikasi
5,Good,good,good,['good'],good
3,Terlalu sering disuruh update. Belum seminggu update lagi. Sudah berkali2 update.,terlalu sering disuruh update belum seminggu update lagi sudah berkali2 update,disuruh update seminggu update berkali2 update,"['disuruh', 'update', 'seminggu', 'update', 'berkali2', 'update']",suruh update minggu update berkali2 update
1,"Setelah di update jd ga bisa log in,",setelah di update jd ga bisa log in,update jd ga log in,"['update', 'jd', 'ga', 'log', 'in']",update jd ga log in
1,Aplikasi tidak dapat login? arahkan ke browser sama saja tidak bisa login. Perbaiki bug nya om,aplikasi tidak dapat login arahkan ke browser sama saja tidak bisa login perbaiki bug nya om,aplikasi login arahkan browser login perbaiki bug nya om,"['aplikasi', 'login', 'arahkan', 'browser', 'login', 'perbaiki', 'bug', 'nya', 'om']",aplikasi login arah browser login baik bug nya om
1,"Kita sudah melamar tapi tidak pernah ada pemberitahuan dari pihak perusahaan keterima atau tidak nya lamaran kita. Pemberitahuan nya mengenai ""lowongan sudah kadaluwarsa"" begitu mulu. Mending pakai apk Glints keterima atau tidaknya ketahuan langsung dari apk/gmail pasti ada balasan nya, ga kaya jobstreet ga ada balasan sama sekali dari perusahaan yang kita lamar",kita sudah melamar tapi tidak pernah ada pemberitahuan dari pihak perusahaan keterima atau tidak nya lamaran kita pemberitahuan nya mengenai lowongan sudah kadaluwarsa begitu mulu mending pakai apk glints keterima atau tidaknya ketahuan langsung dari apkgmail pasti ada balasan nya ga kaya jobstreet ga ada balasan sama sekali dari perusahaan yang kita lamar,melamar pemberitahuan perusahaan keterima nya lamaran pemberitahuan nya lowongan kadaluwarsa mulu mending pakai apk glints keterima tidaknya ketahuan langsung apkgmail balasan nya ga kaya jobstreet ga balasan perusahaan lamar,"['melamar', 'pemberitahuan', 'perusahaan', 'keterima', 'nya', 'lamaran', 'pemberitahuan', 'nya', 'lowongan', 'kadaluwarsa', 'mulu', 'mending', 'pakai', 'apk', 'glints', 'keterima', 'tidaknya', 'ketahuan', 'langsung', 'apkgmail', 'balasan', 'nya', 'ga', 'kaya', 'jobstreet', 'ga', 'balasan', 'perusahaan', 'lamar']",lamar pemberitahuan usaha terima nya lamar pemberitahuan nya lowong kadaluwarsa mulu mending pakai apk glints terima tidak tahu langsung apkgmail balas nya ga kaya jobstreet ga balas usaha lamar
2,"Sebenernya Dalam Kualitas Design Okey Dalam Taraf Cukup. Mungkin Agar Refresh saja. Namun, Banyak Fitur Yang Malah Jadi Pengurangan Nih 1. View Pelamar Dari Tingkatan Jenjang 2. Lokasi Spesifik Perusahaan Jadi Sulit 3. Kebanyakan Rincian. Padahal Yang Awal Simple 4. Login Ga Auto Lagi Harus Buat Email (Mungkin Bug/Belum Di Fix Servernya) 5. Jadi Agak Berat Di HP yg Rada Kentang. Mungkin kalo Akses via PC/Lap Bisa Bagus Cuma ga Semua Orang Punya. Saran aja si Poin Itu Diadain Lagi Thanks🙏",sebenernya dalam kualitas design okey dalam taraf cukup mungkin agar refresh saja namun banyak fitur yang malah jadi pengurangan nih 1 view pelamar dari tingkatan jenjang 2 lokasi spesifik perusahaan jadi sulit 3 kebanyakan rincian padahal yang awal simple 4 login ga auto lagi harus buat email mungkin bugbelum di fix servernya 5 jadi agak berat di hp yg rada kentang mungkin kalo akses via pclap bisa bagus cuma ga semua orang punya saran aja si poin itu diadain lagi thanks,sebenernya kualitas design okey taraf refresh fitur pengurangan nih 1 view pelamar tingkatan jenjang 2 lokasi spesifik perusahaan sulit 3 kebanyakan rincian simple 4 login ga auto email bugbelum fix servernya 5 berat hp yg rada kentang kalo akses via pclap bagus ga orang saran aja si poin diadain thanks,"['sebenernya', 'kualitas', 'design', 'okey', 'taraf', 'refresh', 'fitur', 'pengurangan', 'nih', '1', 'view', 'pelamar', 'tingkatan', 'jenjang', '2', 'lokasi', 'spesifik', 'perusahaan', 'sulit', '3', 'kebanyakan', 'rincian', 'simple', '4', 'login', 'ga', 'auto', 'email', 'bugbelum', 'fix', 'servernya', '5', 'berat', 'hp', 'yg', 'rada', 'kentang', 'kalo', 'akses', 'via', 'pclap', 'bagus', 'ga', 'orang', 'saran', 'aja', 'si', 'poin', 'diadain', 'thanks']",sebenernya kualitas design okey taraf refresh fitur kurang nih 1 view lamar tingkat jenjang 2 lokasi spesifik usaha sulit 3 banyak rincian simple 4 login ga auto email bugbelum fix servernya 5 berat hp yg rada kentang kalo akses via pclap bagus ga orang saran aja si poin diadain thanks
3,Jd kurang informatif,jd kurang informatif,jd informatif,"['jd', 'informatif']",jd informatif
1,mau ngelamar disini selalu verifikasi email terus padahal email sudah betul dan bener,mau ngelamar disini selalu verifikasi email terus padahal email sudah betul dan bener,ngelamar verifikasi email email bener,"['ngelamar', 'verifikasi', 'email', 'email', 'bener']",ngelamar verifikasi email email bener
5,Asisten manager,asisten manager,asisten manager,"['asisten', 'manager']",asisten manager
2,"Udah ngelamar tapi blom di panggil"" gimana ini update pas trus"" an pembaruan tapi ke panggil kerja mah gk",udah ngelamar tapi blom di panggil gimana ini update pas trus an pembaruan tapi ke panggil kerja mah gk,udah ngelamar blom panggil gimana update pas trus an pembaruan panggil kerja mah gk,"['udah', 'ngelamar', 'blom', 'panggil', 'gimana', 'update', 'pas', 'trus', 'an', 'pembaruan', 'panggil', 'kerja', 'mah', 'gk']",udah ngelamar blom panggil gimana update pas trus an baru panggil kerja mah gk
5,Simple,simple,simple,['simple'],simple
5,"Pengalaman kerja terakhir saya dari tahun 2013 sampai dengan 2022 bekerja di pabrik kelapa sawit di PT.BARUMUN AGRO SENTOSA di bagian Produksi.Jabatan terakhir sebagai Controller PKS..Lokasi kerja di Cikampak , Sumatera Utara..",pengalaman kerja terakhir saya dari tahun 2013 sampai dengan 2022 bekerja di pabrik kelapa sawit di ptbarumun agro sentosa di bagian produksijabatan terakhir sebagai controller pkslokasi kerja di cikampak  sumatera utara,pengalaman kerja 2013 2022 pabrik kelapa sawit ptbarumun agro sentosa produksijabatan controller pkslokasi kerja cikampak sumatera utara,"['pengalaman', 'kerja', '2013', '2022', 'pabrik', 'kelapa', 'sawit', 'ptbarumun', 'agro', 'sentosa', 'produksijabatan', 'controller', 'pkslokasi', 'kerja', 'cikampak', 'sumatera', 'utara']",alam kerja 2013 2022 pabrik kelapa sawit ptbarumun agro sentosa produksijabatan controller pkslokasi kerja cikampak sumatera utara
